image,name,author,original_category,new_category,fiction_nonfiction,isbn,img_paths,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0073/9780007371082.jpg,Billionaire Boy,David Walliams,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000010.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0072/9780007279067.jpg,Mr Stink,David Walliams,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000011.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0081/9780008164669.jpg,Bad Dad,David Walliams,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000246.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0074/9780007449699.jpg,Gangsta Granny,David Walliams,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000812.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5638/9781563897504.jpg,Crisis on Infinite Earths,DC Comics,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000521.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6088/9781608870639.jpg,Diablo III,Deckard Cain,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000289.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3455/9780345505385.jpg,The Exile,Diana Gabaldon,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000321.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4012/9781401233792.jpg,Batman,Doug Moench,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000624.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0073/9780007348695.jpg,The Cat in the Hat,Dr. Seuss,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000327.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0081/9780008124434.jpg,The Day The Crayons Came Home,Drew Daywalt,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000040.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5947/9781594746161.jpg,The Resurrectionist,E. B. Hudspeth,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000402.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4012/9781401216269.jpg,Batman The Man Who Laughs,Ed Brubaker,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000274.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3162/9780316236539.jpg,"Go Away, Big Green Monster!",Ed Emberley,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000304.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3995/9780399504334.jpg,Amphigorey,Edward Gorey,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000902.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5693/9781569319017.jpg,"One Piece, Vol. 1",Eiichiro Oda,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000145.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4215/9781421560748.jpg,One Piece Box Set: East Blue and Baroque Works (Volumes 1-23 with premium),Eiichiro Oda,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000275.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5911/9781591160571.jpg,"One Piece, Vol. 2",Eiichiro Oda,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000324.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5911/9781591161844.jpg,"One Piece, Vol. 3",Eiichiro Oda,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000366.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4215/9781421536255.jpg,"One Piece: East Blue 1-2-3, Vol. 1 (Omnibus Edition)",Eiichiro Oda,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000434.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5911/9781591163374.jpg,"One Piece, Vol. 4",Eiichiro Oda,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000507.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/9747/9781974707010.jpg,"One Piece, Vol. 91",Eiichiro Oda,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000529.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4215/9781421576060.jpg,One Piece Box Set 2,Eiichiro Oda,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000536.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4215/9781421536262.jpg,"One Piece: East Blue 4-5-6, Vol. 2 (Omnibus Edition)",Eiichiro Oda,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000542.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4215/9781421536279.jpg,"One Piece: East Blue 7-8-9, Vol. 3 (Omnibus Edition)",Eiichiro Oda,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000548.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5911/9781591166153.jpg,"One Piece, Vol. 5",Eiichiro Oda,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000585.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/9747/9781974707003.jpg,"One Piece, Vol. 90",Eiichiro Oda,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000588.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4215/9781421536286.jpg,"One Piece: East Blue 10-11-12, Vol. 4 (Omnibus Edition)",Eiichiro Oda,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000604.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5911/9781591167235.jpg,"One Piece, Vol. 6",Eiichiro Oda,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000645.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4215/9781421590523.jpg,One Piece Box Set 3,Eiichiro Oda,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000784.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5911/9781591168522.jpg,"One Piece, Vol. 7",Eiichiro Oda,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000801.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4215/9781421500751.jpg,"One Piece, Vol. 8",Eiichiro Oda,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000870.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4215/9781421501918.jpg,"One Piece, Vol. 9",Eiichiro Oda,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000872.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/9747/9781974705214.jpg,"One Piece, Vol. 89",Eiichiro Oda,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000890.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4215/9781421554983.jpg,"One Piece: Baroque Works 13-14-15, Vol. 5 (Omnibus Edition)",Eiichiro Oda,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000898.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4215/9781421504063.jpg,"One Piece, Vol. 10",Eiichiro Oda,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000962.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6069/9781606999592.jpg,My Favorite Thing Is Monsters,Emil Ferris,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000486.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/5712/9780571288656.jpg,Through the Woods,Emily Carroll,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000499.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3992/9780399254901.jpg,Mister Seahorse,Eric Carle,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000774.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6165/9781616552121.jpg,The Last Of Us: American Dreams,Faith Erin Hicks,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000959.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4095/9781409595403.jpg,Christmas Magic Painting Book,Fiona Watt,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000368.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9784/8053/9784805311370.jpg,Tokyo on Foot,Florent Chavouet,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000606.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4012/9781401207526.jpg,Batman Year One,Frank Miller,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000044.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4012/9781401263119.jpg,Batman The Dark Knight Returns 30th Anniversary Edition,Frank Miller,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000232.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5697/9781569714027.jpg,300,Frank Miller,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000779.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5638/9781563899294.jpg,Batman,Frank Miller,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000844.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3163/9780316340144.jpg,"Is It Wrong to Try to Pick Up Girls in a Dungeon?, Vol. 2 (light novel)",Fujino Omori,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000553.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3163/9780316340151.jpg,"Is It Wrong to Try to Pick Up Girls in a Dungeon?, Vol. 3 (light novel)",Fujino Omori,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000667.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3163/9780316340168.jpg,"Is It Wrong to Try to Pick Up Girls in a Dungeon?, Vol. 4 (light novel)",Fujino Omori,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000862.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/9753/9781975328191.jpg,"Is It Wrong to Try to Pick Up Girls in a Dungeon?, Vol. 13 (light novel)",Fujino Omori,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000884.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7851/9780785190219.jpg,Ms. Marvel Volume 1: No Normal,G. Willow Wilson,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000172.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7851/9780785190226.jpg,Ms. Marvel Volume 2: Generation Why,G. Wilson Willow,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000675.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4012/9781401229696.jpg,Daytripper,Gabriel Ba,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000208.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4012/9781401240455.jpg,Preacher Book One,Garth Ennis,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000242.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4012/9781401242558.jpg,Preacher Book Two,Garth Ennis,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000378.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4012/9781401245016.jpg,Preacher Book Three,Garth Ennis,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000457.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4012/9781401230944.jpg,Preacher Book Four,Garth Ennis,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000674.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4012/9781401250744.jpg,Preacher Book Five,Garth Ennis,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000849.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4012/9781401252793.jpg,Preacher Book Six,Garth Ennis,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000857.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/3029/9781302900151.jpg,Punisher Max Complete Collection Vol. 1,Garth Ennis,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000901.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4494/9781449460044.jpg,The Complete Far Side,Gary Larson,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000647.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7407/9780740721137.jpg,The Complete Far Side,Gary Larson,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000860.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4494/9781449457952.jpg,Zen Pencils,Gavin Aung Than,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000601.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5958/9781595828750.jpg,Avatar: The Last Airbender# The Promise Part 2,Gene Luen Yang,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000197.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5958/9781595829412.jpg,Avatar: The Last Airbender# The Promise Part 3,Gene Luen Yang,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000231.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6165/9781616550745.jpg,Avatar: The Last Airbender# The Promise Library Edition,Gene Luen Yang,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000258.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3123/9780312384487.jpg,American Born Chinese,Gene Luen Yang,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000279.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6165/9781616550547.jpg,Avatar: The Last Airbender# The Search Part 1,Gene Luen Yang,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000326.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6165/9781616551902.jpg,Avatar: The Last Airbender#the Search Part 2,Gene Luen Yang,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000374.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6165/9781616551841.jpg,Avatar: The Last Airbender#the Search Part 3,Gene Luen Yang,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000400.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6165/9781616555504.jpg,Avatar: The Last Airbender - The Rift Library Edition,Gene Luen Yang,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000762.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5067/9781506700137.jpg,Avatar: The Last Airbender - Smoke And Shadow Library Edition,Gene Luen Yang,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000830.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6165/9781616552954.jpg,Avatar: The Last Airbender#the Rift Part 1,Gene Luen Yang,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000894.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6165/9781616552961.jpg,Avatar: The Last Airbender: The Rift Part 2,Gene Luen Yang,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000929.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6165/9781616552978.jpg,Avatar: The Last Airbender - The Rift Part 3,Gene Luen Yang,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000939.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0644/9780064430098.jpg,Harry the Dirty Dog,Gene Zion,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000223.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4012/9781401233389.jpg,Flashpoint,Geoff Johns,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000218.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4012/9781401237882.jpg,Justice League Vol. 1 Origin (The New 52),Geoff Johns,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000347.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4012/9781401232085.jpg,Batman Earth One,Geoff Johns,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000651.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4012/9781401230012.jpg,The Flash Rebirth,Geoff Johns,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000673.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4012/9781401229535.jpg,Blackest Night,Geoff Johns,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000699.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4012/9781401237653.jpg,Justice League Vol. 2,Geoff Johns,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000709.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4012/9781401237103.jpg,Aquaman Vol. 1 The Trench (The New 52),Geoff Johns,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000900.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4778/9781477849101.jpg,The Hedge Knight: The Graphic Novel,George R. R. Martin,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000382.jpg,,,,,,,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4778/9781477849293.jpg,The Sworn Sword: The Graphic Novel,George R. R. Martin,Graphic-Novels-Anime-Manga,"01 Graphic Novels, Anime-Manga, & Comics",Fiction,9.78E+12,dataset/Graphic-Novels-Anime-Manga/0000636.jpg,,,,,,,
